"","country","name","description","startYr","endYr"
"318","angola","oswaldo_de_jesus_serra_van_dunem_","Minister of Interior","20030401","20060231"
"319","angola","maria_idalina_de_oliveira_valente_","Minister of Commerce","20081201","20161201"
"320","angola","maria_filomena_de_fatima_lobao_telo_","Secretary of State for Rural Development","20081201","20161201"
"321","angola","maria_de_fatima_monteiro_jardim_","Minister of Fisheries and Environment & Minister of Environment","20030331","20161201"
"322","angola","maria_de_candida_pereira_teixeira_","Minister of Science and Technology","20081201","20161201"
"323","angola","manuel_paulo_da_cunha_neto_","Head, Office of the Presidency","20081201","20161201"
"324","angola","manuel_nunes_junior_","Minister of Economics","20081201","20100631"
"325","angola","manuel_jose_nunes_","Minister of State and Economic Coordination","20100701","20101031"
"326","angola","manuel_helder_dias_kopelipa_","Minister in the Office of the Presidency, Military Affairs","20041231","20161201"
"327","angola","manuel_helder_dias_|manuel_helder_vieira_dias_kopelipa_","Minister in the Office of the Presidency, Military Affairs","20050101","20161201"
"328","angola","manuel_aragao_","Minister of Justice","20050101","20081131"
"329","angola","manuel_antonio_rabelais_","Minister of Social Communication","20081201","20161201"
"330","angola","manuel_antonio_africano_","Minister of Geology and Mines","20040101","20040231"
"331","angola","makenda_ambroise_","Minister of Geology and Mines","20081201","20161201"
"332","angola","luis_filipe_da_silva_","Secretary of State for Water & Minister of Energy and Water","20081201","20161201"
"333","angola","licinio_tavares_ribeiro_","Minister of Posts and Telecommunications","20081131","20161201"
"334","angola","kundi_paihama_","Minister of Former Combatants and Veterans of War & Minister of National Defense","20110201","20161201"
"335","angola","julio_bessa_","Minister of Finance","20030331","20161201"
"336","angola","jose_vieira_dias_van_dunem_","Minister of Health","20081201","20161201"
"337","angola","jose_pedro_de_morais_","Minister of Finance","20030401","20081131"
"338","angola","jose_mateus_de_adelino_peixoto_","Minister in the Office of the Presidency, General Secretariat","20040501","20081131"
"339","angola","jose_maria_de_vasconselhos_","Minister of Petroleum","20081201","20090831"
"340","angola","jose_maria_botelho_de_vasconcelos_","Minister of Petroleum","20030331","20161201"
"341","angola","jose_marcos_barrica_","Minister of Youth and Sports","20081131","20161201"
"342","angola","jose_goncalves_martins_patricio_","Permanent Representative to the UN, New York","20030331","20161201"
"343","angola","jose_de_lima_massano_","Governor, National Bank of Angola","20101101","20161201"
"344","angola","jose_da_costa_esilva_leitao_","Minister in the Office of the Presidency, Civil Affairs","20081131","20161201"
"345","angola","jose_carvalho_da_costa_","Minister of Telecommunications and Information Technology","20081201","20161201"
"346","angola","jose_botelho_de_vasconcelos_","Minister of Energy and Water","20030401","20030931"
"347","angola","josefina_perpetua_pitra_diakidi_|josefina_perpetua_pitra_diakite_","Ambassador to the US","20030101","20161201"
"348","angola","jorge_alicerces_valentim_","Minister of Hotels and Tourism","20041231","20161201"
"349","angola","joaquim_ekuma_muafumua_","Minister of Commerce","20041101","20081131"
"350","angola","joaquim_duarte_da_costa_david_","Minister of Industry","20030101","20161201"
"351","angola","joao_kussumua_","Minister of Assistance and Social Reintegration","20030331","20161201"
"352","angola","joao_bernardo_de_miranda_","Minister of External Relations","20081131","20161201"
"353","angola","joao_baptista_nganda_gina_|joao_baptista_ngandagina_","Minister of Science and Technology","20081131","20161201"
"354","angola","joao_baptista_kussumua_","Minister of Social Reintegration","20030401","20161201"
"355","angola","ismael_abraao_gaspar_martins_|ismael_abraao_gaspar_martines_","Permanent Representative to the UN, New York","20030801","20161201"
"356","angola","ismael_abraao_gaspar_martines_","Permanent Representative to the UN, New York","20030401","20030731"
"357","angola","guilhermina_da_costa_patra_","Minister of Justice","20081201","20161201"
"358","angola","goncalves_manuel_muandumba_","Minister of Youth and Sports","20081201","20161201"
"359","angola","gilberto_lutucuta_|gilberto_lutukuta_","Minister of Agriculture and Rural Development","20081131","20161201"
"360","angola","georges_rebelo_chicoti_|georges_rebelo_chikoti_","Minister of External Relations","20101201","20161201"
"361","angola","genoveva_da_conceicao_lino_","Minister of Family and Women Promotion","20081201","20161201"
"362","angola","frederico_manuel_dos_santos_esilva_cardoso_","Minister in the Office of the Presidency, Civil Affairs","20081201","20161201"
"363","angola","francisco_higino_carneiro_|francisco_higino_lopes_carneiro_","Minister of Public Works","20030401","20161201"
"364","angola","francisca_de_fatima_do_espirito_santo_de_","Minister Without Portfolio","20081201","20161201"
"365","angola","fernando_faustino_muteka_","Minister of Territorial Admin.","20041031","20161201"
"366","angola","nando_da_piedade_dias_dos_santos_","Prime Minister","20050101","20081131"
"367","angola","emanuela_afonso_vieira_lopes_","Minister of Energy","20081201","20161201"
"368","angola","eduardo_leopoldo_severim_de_morais_|eduardo_leopoldo_severino_de_morais_","Minister of Finance","20081201","20100531"
"369","angola","eduardo_jonatao_chingunji_","Minister of Tourism and Hotels","20050101","20081131"
"370","angola","diakunpuna_sita_jose_","Minister of Environment and Urban Development","20041101","20081131"
"371","angola","diakumpuna_sadisio_sita_jose_","Minister of Urbanism and Housing","20081201","20161201"
"372","angola","desiderio_da_costa_","Minister of Petroleum","20030401","20081131"
"373","angola","da_piedade_dias_dos_santos_nando_","Minister of Interior","20041231","20161201"
"374","angola","carlos_alberto_lopes_","Minister of Finance","20100601","20161201"
"375","angola","candido_pereira_dos_santos_van_dunem_","Minister of Defense","20110201","20161201"
"376","angola","candida_celeste_da_silva_","Minister of Family and Womens Affairs & Minister of Women and Family Affairs","20030701","20081131"
"377","angola","boaventura_cardoso_","Minister of Culture","20030401","20081131"
"378","angola","augusto_da_silva_tomas_","Minister of Transport","20081201","20161201"
"379","angola","assuncao_afonso_sousa_dos_anjos_","Minister of External Relations","20090101","20101131"
"380","angola","antonio_pitra_neto_","Minister of Public Administration and Employment","20030401","20161201"
"381","angola","antonio_henriques_da_silva_","Minister of Public Works and Urban Affairs","20030331","20161201"
"382","angola","antonio_domingos_pitra_costa_neto_","Minister of Public Administration, Employment, and Social Welfare","20030331","20161201"
"383","angola","antonio_burity_da_silva_","Minister of Education and Culture","20030101","20161201"
"384","angola","antonio_bento_bembe_","Minister Without Portfolio","20081201","20161201"
"385","angola","ansuncao_afonso_dos_anjos_","Minister of External Relations","20081201","20081231"
"386","angola","andre_luis_brandao_","Minister of Transport","20081131","20161201"
"387","angola","ana_dias_lourenco_","Minister of Planning","20081131","20161201"
"388","angola","ana_afonso_dias_lourenco_","Minister of Planning","20081201","20161201"
"389","angola","amadeu_de_jesus_castelhano_mauricio_|amadeu_mauricio_","Governor, Central Bank","20030401","20101031"
"390","angola","albertina_julia_hamakwaya_|albertina_julia_hamukuya_","Minister of Health","20041231","20161201"
"391","angola","aguinaldo_jaime_","Governor, Central Bank","20030331","20161201"
"392","angola","afonso_pedro_canga_","Minister of Agriculture and Rural Development","20081201","20161201"
"393","angola","adao_pereira_do_nascimento_","Secretary of State for Higher Education","20081201","20161201"
"394","angola","abraao_pio_dos_santos_gourgel_","Minister of Economy","20101101","20161201"
"395","anguilla","alan_huckle_","the GBRGOV is because the Indian Oceans Islands Territory has no code of its own","20010101","20040101"
"396","anguilla","mark_capes_","","20071012","20071212"
"397","anguilla","arthur_christopher_watson_","","19780101","19830101"
"398","antigua_and_barbuda","wilmoth_daniel_","Deputy Prime Minister & Minister of Works, Transportation, and the Environment & Minister of Health, Social Transformation, and Consumer Affairs & Minister of Public Works and Communications","20050201","20051131"
"399","antigua_and_barbuda","vere_bird_","Minister of Agriculture, Lands, and Fisheries","20040331","20161201"
"400","antigua_and_barbuda","trevor_walker_","Minister of Works and Transport","20090501","20161201"
"401","antigua_and_barbuda","steadroy_benjamin_","Minister of Labor, Public Safety, and Cooperatives","20040331","20161201"
"402","antigua_and_barbuda","rodney_williams_","Minister of Education, Culture, and Technology","20040331","20161201"
"403","antigua_and_barbuda","robin_yearwood_","Deputy Prime Minister","20040331","20161201"
"404","antigua_and_barbuda","patrick_lewis_","Permanent Representative to the UN, New York","20040631","20161201"
"405","antigua_and_barbuda","molwyn_joseph_","Minister of Tourism and Environment","20040331","20161201"
"406","antigua_and_barbuda","louise_agnetha_lake_tack_","Governor General","20090501","20161201"
"407","antigua_and_barbuda","lionel_hurst_","Ambassador to the US","20090431","20161201"
"408","antigua_and_barbuda","lester_bird_","Minister of Caricom and OECS Affairs","20040331","20161201"
"409","antigua_and_barbuda","justin_simon_","Attorney General","20040401","20161201"
"410","antigua_and_barbuda","john_w_ashe_","Permanent Representative to the UN, New York","20040701","20161201"
"411","antigua_and_barbuda","john_st_luce_","Minister of Home Affairs, Urban Development, Renewal, and Social Development","20040331","20161201"
"412","antigua_and_barbuda","john_herbert_maginley_|john_maginley_","Minister of Tourism, Civil Aviation, and Culture & Minister of Health, Sports, and Youth Affairs","20040401","20090431"
"413","antigua_and_barbuda","james_b_carlisle_","Governor General","20090431","20161201"
"414","antigua_and_barbuda","jacqui_quinn_leandro_","Minister of Education, Sports, Youth, and Gender Affairs & Minister of Labor, Public Administration, and Empowerment","20050201","20090431"
"415","antigua_and_barbuda","hilson_baptiste_","Minister of Housing and Social Transformation & Minister of Agriculture, Lands, Housing, and the Environment & Minister of Housing, Culture, and Social Transformation","20070201","20090431"
"416","antigua_and_barbuda","harold_lovell_","Minister of Finance, the Economy, and Public Admin. & Minister of Foreign Affairs, Tourism, International Transportion, and Trade","20040401","20090431"
"417","antigua_and_barbuda","guy_yearwood_","Minister of Youth Empowerment, Sports, Community Development, and Carnival","20040331","20161201"
"418","antigua_and_barbuda","gertel_thom_","Attorney General","20040331","20161201"
"419","antigua_and_barbuda","gaston_browne_","Minister of Planning, Implementation, and Public Service","20040331","20161201"
"420","antigua_and_barbuda","eroll_cort_|errol_cort_","Minister of Finance and the Economy & Minister of Finance, Economic Development, and Planning & Minister of National Security","20050201","20090431"
"421","antigua_and_barbuda","deborah_mae_lovell_","Ambassador to the US","20090501","20161201"
"422","antigua_and_barbuda","colin_derrick_","Minister of Social Transformation & Minister of Justice","20040401","20050131"
"423","antigua_and_barbuda","charlesworth_samuel_","Minister of Agriculture","20040401","20080231"
"424","antigua_and_barbuda","bertrand_joseph_","Minister of Education","20040401","20090431"
"425","antigua_and_barbuda","bernard_walker_","Minister of State in the Ministries of Information, Broadcasting, and Public Works","20040331","20161201"
